PointID,County,xcoord,ycoord,landusenum,Main_soil,Slope,CS_0_30,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,pH_H2O,EC_H2O,TC,TOC,TN,FSS,Water_cont,Stone_dens,BD_bulk,Rock_fragm
2792,HE,519021.9995,5662795.346,1,YK,N3.1,47.98,0.5,3.6,10.6,41.2,11.7,3.5,14.7,56.4,28.9,7.63,116.8,11.84,11.36,1.25,1275.2,23.07,2.65,1.31,1.582641509
2794,HE,535092.3082,5663624.052,1,BB,N3.2,59.43,1.5,2.5,10.8,36.1,16.6,5.2,14.8,58,27.2,7.15,122.1,16.84,16.57,1.61,1168.4,27.76,2.8,1.22,3.436428571
2795,HE,540860.3801,5665157.295,2,GG,N0,75.73,0.9,6.1,14.5,20,20.3,12.3,21.5,52.7,25.8,5.42,58.8,32.87,32.87,3.1,1048.4,46.86,2.65,1.05,0
2798,HE,563773.9441,5666342.553,1,BB,N2.2,35.25,0.3,2.1,5.2,42,22.4,5.7,7.6,70.1,22.3,7.05,67.3,13.09,12.72,1.31,1276.9,17.57,2.65,1.28,0.017358491
2799,HE,574241.4204,5663024.196,2,LL,N3.1,70.14,0.3,2.7,9.2,38.8,24.4,6.1,12.3,69.4,18.3,5.43,66.3,37.62,37.62,3.08,1190,35.93,2.65,1.19,0
2803,TH,606433.8662,5663570.038,1,TT,N1,61.49,0.1,0.1,1.3,41.4,24.7,6.6,1.5,72.7,25.8,6.91,88.2,16.13,16.13,1.56,1169.5,23.02,2.65,1.17,0
2804,TH,611457.2341,5668438.579,1,AB,N1,71.53,0.1,0.1,3.1,35.9,21.2,6.8,3.3,63.9,32.8,7.63,191.6,28.54,19.34,2.02,1161.5,24.01,2.65,1.17,0.058867925
2806,TH,631316.9103,5667622.407,1,TT,N1,81.41,0.3,0.4,2.3,38.1,23.2,6.7,3.1,68,28.9,7.55,221,28.52,22.04,2.02,1065.2,22.03,2.65,1.07,0.08754717
2809,TH,653090.7969,5668245.183,1,RZ,N2.2,69.57,0.4,1.8,8.5,30.2,17.9,6.1,10.8,54.3,34.9,7.8,171.4,22.59,17.31,1.78,1127.7,27.52,2.65,1.14,0.061886792
2810,TH,662429.9232,5667859.069,1,DD,N1,113.16,2.3,1.4,2.1,8.1,8.3,12.1,5.9,28.6,65.5,7.54,126.1,37.13,33.04,2.87,1009.4,40.23,2.65,1.03,0.710943396
2811,TH,666576.91,5666946.316,1,TT,N2,108.68,0.8,5,8.6,16.4,15.7,7.8,14.4,39.8,45.8,7.63,181.9,36.85,31.75,2.88,1220.7,37.48,2.65,1.25,2.224150943
2812,ST,675011.9703,5668530.232,1,DD,N2.2,82.05,0.9,4,8,18,14,6.7,12.9,38.7,48.4,7.8,166.3,28.21,22.81,2.17,1244.7,28.97,2.65,1.25,0.265660377
2813,ST,682286.3143,5667082.431,1,TT,N1,74.04,0.4,0.5,2.7,41.8,23.7,5.6,3.6,71.1,25.3,7.57,193.8,20.76,19.16,2,1218.2,25.13,2.65,1.22,0.110188679
2814,ST,695686.303,5667187.953,1,LL,N0,58.2,0.9,1.1,2.4,45,25.6,5.1,4.4,75.7,19.9,6.55,92.9,14.09,14.09,1.41,1450.2,26.78,2.65,1.46,0.261886792
2815,ST,700908.5031,5666543.408,2,GG,N0,107.43,2.3,8.6,6.5,32.6,21.9,4.6,17.5,59.1,23.4,7.49,288,59.05,55.3,5.8,1000.5,48.44,2.65,1.03,1.381886792
2816,ST,707130.0492,5665300.512,1,RZ,N2.2,54.99,0.3,0.8,1.7,42.1,26.6,5.7,2.8,74.3,22.9,7.92,127.8,21.9,14.58,1.44,1248.5,22.63,2.65,1.25,0.089811321
2817,ST,714337.0811,5667474.019,1,ZZ,N2.2,95.4,1.5,5.1,5.8,40.1,22.9,5.1,12.3,68.2,19.5,7.67,235,29.52,25.98,2.42,1284.5,24.87,2.65,1.3,0.423396226
2818,ST,723992.1382,5669297.724,2,AB,N0,109.56,0.1,1.1,5.2,25.2,26.2,15.2,6.3,66.5,27.2,6.43,120.9,43.09,43.09,3.65,1007.6,44.01,2.65,1.01,0
2822,SN,757757.1848,5667572.466,1,SS,N1,72.15,5,16.1,9.2,26.3,21.8,6.4,30.3,54.6,15.1,6.29,76,20.35,20.35,1.73,1283.8,26.68,2.65,1.31,0.851320755
2823,SN,766078.7546,5665883.049,1,BB,N2,61.24,4.8,11.7,4,35.2,25.9,6.6,20.4,67.7,11.9,6.11,93.4,18.22,18.22,1.54,1244.4,21.58,2.65,1.38,6.259622642
2826,SN,789150.0543,5668433.597,1,YK,N2.2,53.71,0.8,0.8,1.7,51.5,24.7,5,3.2,81.2,15.6,5.74,49.3,13.31,13.31,1.27,1424.9,21.59,2.65,1.43,0.267924528
2827,SN,795948.6891,5669837.143,1,LL,N2.2,58.18,0.5,0.7,1.4,47.4,26,6,2.6,79.4,18,6.76,81.4,13.99,13.99,1.38,1513.8,22.82,2.65,1.52,0.33509434
2829,SN,812290.9772,5669273.407,1,LF,N3,53.66,0.6,0.5,1.4,47.6,25,5.1,2.5,77.7,19.8,6.83,55,13,13,1.32,1497.7,23.06,2.65,1.5,0.018113208
2841,SN,906603.7505,5671543.697,1,LL,N2.2,40.86,2.2,3,3.3,44,24.7,5.9,8.5,74.7,16.8,6.84,84.6,12.4,12.04,1.18,1083.8,26.14,2.65,1.09,0.218867925
2844,NW,292591.9585,5651885.854,1,LL,N1,41.83,1.2,10.5,15.5,41.7,16.7,3.6,27.2,62,10.8,6.56,83.8,12.02,10.86,1.09,1179.8,20.68,2.65,1.21,1.254339623
2845,NW,299477.5904,5652279.269,1,GG,N1,58.54,2,7.7,8.2,43.6,20.2,3.6,17.9,67.3,14.8,6.83,113,16.37,16.37,1.6,1064.1,21.64,2.65,1.07,0.241509434
2847,NW,317710.0488,5654829.286,1,LL,N2,40.93,0.3,0.6,1.9,59.7,22,3.2,2.7,84.9,12.4,7.39,145.9,10.82,10.12,1.01,1196.4,28,2.65,1.2,0.297358491
2849,NW,332270.7164,5657009.469,1,LL,N2,48.8,0.6,1,1.8,56.7,22.6,3.5,3.4,82.8,13.8,6.61,64.5,13.51,13.51,1.07,1236.4,29.79,2.65,1.24,0.147924528
2850,NW,341543.229,5653093.003,1,BB,N2.1,41.29,0.3,1.1,1.4,56.2,20.1,4.2,2.8,80.4,16.8,6.68,63.8,11.76,11.31,1.17,1308.2,11.81,2.65,1.31,0.10490566
2855,NW,382257.2442,5652861.932,2,RQ,N4,87.76,2.8,2.2,10.6,40.4,20.7,7.2,15.6,68.3,16.1,6.97,180.9,42.99,42.18,3.89,1020.2,43.04,2.65,1.13,4.589433962
2860,NW,419232.2041,5653824.293,2,BB,N4,118.88,7.2,8.2,8.1,20,19.2,12,23.5,51.1,25.4,6.41,244,66.58,66.58,5.99,1146.5,18.67,2.65,0,3.646091277
2869,HE,491913.9531,5657250.604,2,YK,N2.2,60.45,1.3,3.4,22.2,31.7,20.4,6.2,26.9,58.3,14.8,6.22,148.3,25.3,25.3,2.14,1126.9,33.61,2.65,1.15,0.606037736
2875,HE,540568.1388,5654969.52,2,AB,N0,69.09,0.1,2.2,28.4,38.1,12.6,4.5,30.7,55.2,14.1,5.52,102.6,29.4,29.4,2.82,1028.8,35.17,2.65,1.04,0
2880,TH,582721.2132,5657480.547,1,YK,N3,57.01,1,0.6,2.7,41.5,22,8.2,4.3,71.6,24.1,5.13,78.4,21.87,21.87,2.01,1182.5,32.5,2.65,1.19,0.32754717
2881,TH,588691.7259,5660012.649,2,AB,N0.2,67.36,0.3,3.5,13.6,44.9,16,3.5,17.5,64.3,18.2,6.33,110.3,23,23,2.11,1348,18.73,2.65,1.35,0.038490566
2883,TH,604512.2394,5659555.712,1,RZ,N2.2,58.11,1.4,0.6,1.3,10.9,12.9,11.4,3.3,35.2,61.5,7.53,208,52.01,39.4,3.81,893.1,34.88,2.65,0,19.90568805
2884,TH,615551.5589,5657031.403,2,TT,N2.2,93.73,0.3,0.3,1.7,32.2,24.5,8.7,2.3,65.4,32.3,6.73,98.5,33.88,33.42,3.41,1376,20.33,2.65,1.38,0.267924528
2885,TH,619013.6303,5658391.833,1,RZ,N2.2,43.79,1.2,1,1.2,14.5,11.6,11.3,3.5,37.5,59,7.58,297,44.45,20.59,2.03,1143.6,22.37,2.65,0,11.41319551
2886,TH,628428.6505,5656657.44,1,TT,N0,109.96,0.7,0.4,1.5,31.8,23.1,8.1,2.5,62.9,34.6,7.76,220,33.49,31.32,2.96,1113.8,32.71,2.65,1.13,0.249811321
2887,TH,634647.5562,5657151.782,1,AB,N0,46.49,3.7,8,4.8,14.7,18.4,10.1,16.5,43.2,40.3,7.71,187.1,36.45,22.73,2.22,855.1,19.3,2.65,0,11.71754633
2888,TH,645310.6428,5660641.955,1,TT,N0.2,115.6,1.9,5.4,5,20,16.9,8,12.2,44.9,42.9,7.61,223,38.73,37.65,3.29,1093.2,32.66,2.65,1.12,1.26490566
2889,TH,651642.9215,5658784.594,1,TT,N2.2,81.41,2.6,2.1,4.5,7.6,9.8,9,9.2,26.4,64.4,7.14,225,67.87,26.88,2.23,956.5,21.72,2.65,0,5.069555557
2890,TH,662631.1759,5656949.783,1,TT,N2,68.76,0.3,1.7,6.2,34.5,20.9,7.6,8.3,63,28.7,7.01,159.7,19.22,19.22,1.93,1206.2,27.42,2.65,1.21,0.140377358
2891,TH,669379.7447,5660582.804,1,YK,N4,74.75,0.3,0.4,3.6,35,25.7,6.4,4.4,67.1,28.5,6.86,140.4,24.26,24.26,2.23,1023.2,21.8,2.65,1.03,0.051320755
2892,TH,675179.0505,5658231.452,1,RZ,N2.2,25.47,11.1,21.6,9.9,15.8,11.6,5.1,42.7,32.4,24.9,7.46,205,28.49,24.84,2.32,546,5.66,2.65,0,30
2893,TH,683918.2036,5659369.339,1,TT,N0.2,83.42,0.1,0.2,1.4,40.8,27.4,7,1.6,75.2,23.2,6.81,164.2,21.14,20.75,1.79,1206.8,21.35,2.65,1.21,0
2894,ST,693694.2629,5661066.873,1,TT,N0.2,55.97,0.7,0.7,1.9,42.8,27.2,8.3,3.3,78.4,18.3,6.33,67.6,16.31,16.14,1.42,1308.5,20.48,2.65,1.31,0.115471698
2895,TH,703201.3155,5657824.467,1,AB,N0,71.94,2,13.4,18.2,22.5,16.5,4.1,33.7,43,23.3,7,120.3,18.97,18.4,1.77,1445.8,24.59,2.65,1.5,2.906415094
2900,TH,742097.9845,5659523.023,2,AB,N0,116.24,1,4.1,7.5,19.8,27.6,14.4,12.6,61.7,25.7,5.36,90.9,50.73,50.73,3.99,1013.7,32.08,2.65,1.02,0.021886792
2902,SN,755779.0684,5659965.923,1,LL,N0.2,40.85,0.6,0.7,1.1,46.5,29.9,7.3,2.4,83.7,13.9,7.38,187.4,20.46,19.54,1.79,1088.9,25.63,2.65,1.1,0.103396226
2904,SN,770295.2642,5660589.978,1,LL,N2.1,58.67,1.3,1.1,1.7,45.4,27.6,6,4.1,79,16.9,7.01,80.6,16.12,16.12,1.44,1328.6,29.47,2.65,1.33,0.103396226
2905,SN,780167.57,5661000.528,1,SS,N3,49.25,0.9,1,1.7,44.7,28.2,6.9,3.6,79.8,16.6,7.18,67.6,13.29,12.86,1.09,1284,23.94,2.65,1.29,0.026415094
2907,SN,796899.2624,5657887.852,1,SS,N2.2,58.21,2.1,1.5,1.8,38.1,28.1,7.8,5.3,74.1,20.6,6.52,70.7,17.81,17.81,1.71,1042,24.91,2.65,1.07,1.411320755
2908,SN,805856.341,5660659.683,1,BB,N2.1,48.2,0.8,1,1.6,44.3,29.1,7.1,3.4,80.5,16.1,6.4,67.1,12.86,12.86,1.3,1327.3,26.97,2.65,1.33,0.11245283
2910,SN,820189.6083,5662755.967,1,SS,N0.2,48.52,1.5,1.2,1.5,42.5,28.5,7.3,4.1,78.3,17.6,5.85,146.1,12.3,12.3,1.25,1164.6,23.08,2.65,1.18,0.395471698
2915,SN,862381.2151,5660350.964,2,SH,N2.1,66.84,1.4,2.8,3.7,47.8,20.6,7.1,7.9,75.5,16.6,6.13,91.3,36.44,36.44,3.12,1083.1,32.13,2.65,1.09,1.02490566
2920,NW,311473.0083,5644498.105,1,LL,N0.2,50.47,0.6,1,1.8,55.9,22.9,3.4,3.4,82.2,14.4,7.07,161.7,12.48,11.48,1.21,1292.6,25.01,2.65,1.3,0.215849057
2921,NW,315595.1519,5646260.308,1,LL,N0,46.54,0.8,1.4,2.4,55.4,22.6,4.9,4.5,82.8,12.7,7.02,102,14.46,13.73,1.26,1063.1,25.63,2.65,1.07,0
2922,NW,326184.1826,5646498.066,1,LL,N0,44.12,0.4,1,1.9,58.1,23.3,4.1,3.2,85.5,11.3,6.1,182.9,9.77,9.77,1.02,1468.6,23.98,2.65,1.47,0.061132075
2929,NW,380034.1295,5644410.495,2,BB,N5,76.08,0.5,2.2,4.6,42.7,23.4,7.4,7.3,73.5,19.2,5.36,79.1,39.3,39.3,3.63,857.1,57.27,2.65,0.87,0.159245283
2932,NW,407334.6045,5648583.579,1,RN,N3,50.16,9.4,4,1.7,22.7,22.2,14.1,15.2,59,25.8,6.05,51.9,20.42,20.42,2.04,759.3,13.42,2.65,0,27.65579041
2936,NW,434357.4346,5647322.919,2,GGg,N3,68.58,4.2,3.8,7.6,26.2,23.6,11.3,15.6,61.2,23.2,5.35,42,33.88,33.88,2.72,962,37.32,2.65,1.23,10.57886792
2939,NW,461681.0644,5645918.831,2,BB,N3.2,50.18,6.7,6.1,8.3,14.3,17.8,16.6,21.1,48.8,30.1,4.98,38.6,34.05,34.05,3.36,722.5,37.9,2.65,0,20
2942,HE,485123.7963,5646844.714,2,SS,N3.1,56.19,0.4,19.1,35.7,18,11.3,4.9,55.2,34.2,10.6,5.82,88.8,31.76,31.76,2.64,1085.1,35.44,2.65,1.12,3
2945,HE,507167.1271,5648562.103,1,SS,N1,43.5,2.7,2.2,3.4,37.5,23.5,6.7,8.4,67.7,23.9,7.13,79.3,10.52,10.27,1.22,1335,23.94,2.65,1.41,2.554716981
2946,HE,516975.4668,5650717.175,1,DD,N1,44.42,2.3,28.5,10.3,21.6,14.6,5.8,41.1,42,16.9,6.84,127,11.69,11.27,1.11,1277.6,14.54,2.65,1.4,5.305660377
2947,HE,525483.7571,5649461.741,1,YK,N2.2,51.71,1.9,2.1,5.1,39.5,21.6,6.1,9.1,67.3,23.6,7.27,130.7,15.6,15.35,2.07,1084.6,21.92,2.65,1.15,2.980377358
2950,HE,548432.2091,5647636.174,1,SS,N3.2,56.67,1.4,2.8,21.6,30,15.2,5.5,25.8,50.6,23.6,6.7,85.4,16.75,16.46,1.54,1262.3,28.61,2.65,1.3,1.380377358
2956,TH,597130.1804,5648619.426,2,RZ,N2,111.24,1,1,5,17.2,14.2,12.4,7,43.8,49.2,7.7,288,55.5,50.03,4.75,1156.7,25.43,2.65,0,1.763599613
2959,TH,623007.4127,5651498.563,1,TT,N0.2,65.83,0.2,0.5,2.2,35.5,28.7,7.1,2.9,71.2,25.9,7.58,156.4,19.5,18.83,1.83,1204.5,25.46,2.65,1.21,0.043018868
2960,TH,627174.3726,5649052.318,1,TT,N1,58.05,0.7,1,14.4,30.5,24.4,7.1,16.1,61.9,22,6.53,581,21.21,20.85,2.17,1096.3,22.9,2.65,1.1,0.227924528
2961,TH,636715.7432,5648195.627,1,TT,N0,85.46,0.6,1.4,11.2,25.3,24.3,8.5,13.1,58.2,28.7,6.78,120.4,24.27,23.82,1.98,1096.8,29.18,2.65,1.11,0.201509434
2962,TH,645504.5166,5651247.998,1,TT,N0.1,77.03,0.7,2.7,5.3,30.5,22,7.7,8.7,60.2,31.1,7.49,92.6,23.18,22.52,2.05,1235.4,27.5,2.65,1.24,0.147169811
2963,TH,655265.2389,5652470.652,1,RZ,N2,56.6,0.6,1.2,7.3,27.6,21.8,8.2,9.1,57.6,33.3,7.51,274,30.49,19.4,1.89,1149.9,24.76,2.65,1.19,2.528301887
2965,TH,668261.8535,5651871.529,1,TT,N0.2,80.32,1.3,1.8,3.3,33.7,25.8,6.6,6.4,66.1,27.5,6.99,371,23.57,22.97,2.21,1205.3,24.58,2.65,1.21,0.269433962
2966,TH,676631.043,5650043.965,1,TT,N2.2,64.77,0,0.2,1.1,35.6,30.2,10,1.3,75.9,22.8,6.66,185.9,15.45,15.45,1.46,1439.1,22.14,2.65,1.44,0.021886792
2967,TH,687487.9364,5651263.934,1,RZ,N2.2,67.78,0.4,0.7,1.9,16.4,17.6,12.2,2.9,46.2,50.9,7.67,184,87.82,28.73,2.46,794.4,23.54,2.65,0,11.33965395
2969,TH,701450.1331,5651843.905,1,DD,N3.1,95.65,0.9,1.4,6.6,10.1,11.7,11.8,8.9,33.6,57.5,7.66,107.8,43.69,33.5,3.19,1171.9,42.84,2.65,1.18,0.37509434
2971,TH,716718.9264,5653979.996,1,LLh,N1,59.64,0.9,4.4,4.5,37.6,24.3,4.9,9.8,66.9,23.3,5.92,302,13.94,13.94,1.45,1447,22.79,2.65,1.45,0.104150943
2972,ST,724844.4404,5649503.721,1,LF,N0,67.45,1.9,3.2,3.3,39,27.9,7.5,8.4,74.4,17.2,7.46,104.5,18.23,17.74,1.66,1245.3,28.42,2.65,1.25,0.354716981
2973,TH,735146.0604,5650921.031,1,LL,N2.2,65.99,1.2,2.4,1.9,38.8,26.7,5.7,5.5,71.3,23.2,6.79,138.4,16.19,16.19,1.58,1401.2,20.46,2.65,1.43,0.827169811
2974,TH,738972.1296,5651747.535,1,LL,N0.1,62.07,1.4,2.2,2.4,42,29,7.2,6,78.1,15.9,6.66,105.9,14.99,14.99,1.34,1302,19.73,2.65,1.32,0.50490566
2976,SN,755714.7889,5652434.898,1,BB,N2.2,56.55,1.2,1.6,1.6,41.6,27.3,5.9,4.3,74.8,20.9,6.16,101,17.22,17.22,1.61,1302.1,19.79,2.65,1.31,0.526037736
2977,SN,767161.5504,5651682.894,1,LL,N2.2,49.25,1.5,1.5,1.7,44.1,29.8,6.8,4.7,80.8,14.5,6.12,260,15.62,15.62,1.49,1304.9,23.34,2.65,1.31,0.31245283
2978,SN,775066.122,5653419.188,1,SS,N2,55.65,1.7,1,1.4,41.4,30.1,8.1,4,79.6,16.4,6.94,79.4,14.33,14.33,1.29,1257.9,21.91,2.65,1.26,0.086037736
2979,SN,778643.1926,5651075.704,2,YK,N1,74.06,0.3,4.5,9,32.6,26.4,7.9,13.8,67,19.2,5.31,92.2,33.71,33.71,3.11,1139.3,39.11,2.65,1.14,0.016603774
2980,SN,788476.2099,5649657.047,1,BB,N2,47.69,9.7,7.4,8.1,16.5,20.1,12.9,25.2,49.5,25.3,6.86,118.5,21.07,20.47,1.93,1085.2,28.09,2.65,0,10.51359842
2981,SN,797283.7946,5650832.856,1,SS,N3.1,63.05,2.1,2.4,2.9,37,29.7,8.8,7.4,75.5,17.1,5.96,349,20.71,20.71,2.15,1105.9,24.29,2.65,1.17,3.578867925
2982,SN,807085.1585,5653226.829,1,BB,N2,58.21,14.6,15.9,14.8,18.3,16.8,7.1,45.3,42.2,12.5,6.43,85.5,20.18,20.18,1.81,873.4,23.01,2.65,0,9.944701198
2986,SN,836876.1861,5651010.308,1,BB,N3,36.95,18.9,11.6,8.3,13.9,14.9,13.6,38.7,42.5,18.8,5.56,37,21.4,21.4,2.17,644,15.71,2.65,0,30
2988,SN,852509.6513,5652089.284,1,LL,N2,58.01,2.9,2.9,2.5,43,26.4,7.4,8.3,76.8,14.9,7.13,76.3,15.38,15.38,1.41,1093.5,39.51,2.65,1.1,0.411320755
2992,SN,902452.5685,5654724.561,1,DD,N4,53.87,2,4.5,5.1,29.1,23.7,8.6,11.6,61.3,27.1,7.05,89.2,17.66,17.06,1.63,1179,26.11,2.51,1.26,4.705179283
2994,NW,301941.4229,5637335.649,1,LL,N2,74.9,0.4,1,2.4,55.1,22.4,4.1,3.8,81.5,14.7,7.3,101.1,25.18,20.49,1.55,1337.6,19.82,2.65,1.34,0.176603774
2996,NW,319109.0449,5638911.874,1,BB,N0,68.08,0.9,3.8,9.5,25.8,22,13.2,14.2,60.9,24.9,6.85,176.1,19.94,18.99,2.28,1212.5,23.32,2.65,1.23,1.419622642
2998,NW,331349.1159,5637103.572,1,SS,N0,73.97,1.8,2,2.7,47.3,24,5.5,6.5,76.8,16.7,7.1,182.3,19.97,19.46,1.95,1083,11.58,2.65,1.1,0.456603774
2999,NW,338896.831,5637354.315,1,ZZ,N0.2,21.12,0.2,0.6,1.6,55.3,20.4,3.7,2.4,79.3,18.3,7.83,209,13.16,3.99,0.51,1334.4,17.28,2.65,1.36,1.08
3000,NW,349432.8434,5640357.238,1,ZZ,N0,23.79,0.2,0.6,2.4,55.8,21.9,7.3,3.2,85,11.8,7.88,163,12.87,5.47,0.78,1397.9,16.13,2.65,1.4,0.028679245
3005,NW,390437.7798,5637599.73,2,LL,N4,84.83,0.5,1.5,3.8,27.8,21.7,11.1,5.8,60.5,33.7,5.64,54.9,35.05,35.05,3.32,1128.2,30.68,2.65,1.13,0.08
3007,NW,405207.7112,5638075.791,2,BB,N3.2,63.32,5.8,3.1,5.1,36,21.8,7.9,14,65.6,20.4,6.11,98,31.81,31.81,3.15,955.3,41.8,2.65,0,5
3013,NW,453444.429,5639257.413,2,RQ,N3.2,92.12,10,9.3,8.1,13.2,16,13.1,27.4,42.3,30.3,6.57,284,144.37,144.37,11.42,227.2,80.94,2.65,0.53,2.233962264
3014,HE,458689.5791,5641078.119,1,BB,N3.2,46.02,24.3,10,6.2,19.3,18.5,8.3,40.6,46.1,13.3,6.14,34.1,14.73,14.73,1.63,936.6,22.51,2.65,0,17.11123891
3018,HE,493266.9412,5640219.557,2,SS,N2.2,50.31,3.7,26.1,27.5,20.4,9.6,2.5,57.3,32.5,10.2,5.82,66.3,23.32,23.32,2.17,1329.2,13.27,2.65,1.34,0
3019,HE,500784.3754,5641806.452,1,BB,N2,75.01,4.7,23.9,27.4,11.9,9.8,6.1,56,27.7,16.3,5.87,85.9,19.84,19.84,1.84,1167.7,26.86,2.65,0,4.281923102
3022,HE,525786.7164,5642673.194,1,RQ,N2,59,3.3,3.4,5.9,23.7,29.8,13.1,12.6,66.6,20.8,6.56,75.2,21.01,21.01,1.86,1109.9,33.31,2.91,1.29,6.729896907
3023,HE,535373.5438,5639748.738,2,YK,N4,59.72,3.1,14.6,34.9,19.1,11.6,5.3,52.5,36,11.5,5.47,83.1,26.14,26.14,2.1,1137.3,34.08,2.65,0,3.594778904
3029,TH,579089.9903,5641444.7,1,RQ,N3.2,36.86,1.8,8.5,67.3,6.8,4,2.2,77.6,13,9.4,5.81,94.9,13.25,13.25,1.05,1058.6,23.42,2.65,0,7.103719162
3030,TH,590686.3123,5640919.51,1,RZ,N2.2,56.26,3.3,2.1,5.3,22.8,16.4,10.2,10.7,49.4,39.9,7.71,184,31.36,28.57,3.17,1017.2,30.04,2.65,0,12.61192033
3033,TH,612423.1957,5639749.717,1,TT,N0,58.68,0.6,4.8,12.5,29.1,25.8,7,17.9,61.9,20.2,6.27,91.8,13.07,13.07,1.27,1576.4,19.51,2.65,1.59,0.229433962
3035,TH,628911.8664,5643705.646,2,AT,N0,128.61,1.6,1.3,4.6,12.9,17.2,9.9,7.6,40,52.4,7.55,125.8,62.78,55.56,5.26,882.7,43.55,2.65,0.94,2.109433962
3036,TH,637523.5959,5642717.829,1,DD,N3.1,65.69,7,3.3,13.3,14,15.7,9.5,23.6,39.2,37.2,7.62,262,28.03,23.4,2.38,1060.5,16.64,2.53,0,4.894940167
3037,TH,645316.0546,5643696.34,1,DD,N1,79.76,1.8,1.4,3.2,15.7,13.8,8.5,6.4,38,55.6,7.73,225,25.35,22.85,2.34,925.1,16.05,2.65,0,5.113544137
3038,TH,653370.0282,5645149.974,1,RZ,N3,53.13,3.8,1.7,0.9,12.1,12.4,10,6.5,34.5,59,7.7,195.6,64.63,49.35,4.69,885.3,27.3,2.65,0,14.18783976
3039,TH,663336.1012,5642535.653,2,RZ,N2.2,72.76,0.4,0.7,2.1,21.6,21.1,9,3.2,51.6,45.2,7.46,210,48.85,45.38,4.43,867.3,58.82,2.65,0.9,3
3040,TH,670724.7804,5642328.76,1,RZ,N1,98.03,0.7,0.6,1.2,13.3,13.5,9.1,2.5,35.9,61.6,7.67,215,48.99,41.77,4.02,1108.7,38.08,2.65,0,5.552462228
3043,TH,692162.7911,5644841.633,1,LL,N3,61.69,0.9,2.2,3.9,37.4,22.7,6.2,7,66.3,26.7,6.83,105.6,15.44,15.44,1.49,1458.8,27.86,2.65,1.46,0.027924528
3045,TH,711870.3146,5644656.375,2,LL,N3.2,60.55,2.4,36,29.5,9.4,7.5,3.9,67.9,20.8,11.3,5.91,77.6,22.22,22.22,1.97,1361.9,11.45,2.65,1.39,1.043018868
3047,TH,724090.8947,5646152.747,1,YK,N2,67.89,6.5,4.6,5,28.6,23.9,9.9,16.1,62.3,21.6,6.96,295,24.6,23.75,2.27,1240,31.53,2.65,1.39,6.101886792
3048,TH,734641.684,5645040.019,1,BB,N3.1,54,3,4.8,3.4,34,24.6,6.5,11.3,65.1,23.6,7.36,165.4,18.78,18.14,1.87,1206.9,19.83,2.65,1.26,2.412075472
3050,SN,751386.8909,5642834.545,1,LL,N3.2,54.58,3,3.3,3.3,31.8,28.6,13.3,9.7,73.6,16.7,6.26,122.6,17.89,17.89,1.73,1039.9,19.35,2.65,1.06,0.52754717
3051,SN,759119.6611,5643034.759,1,LL,N2.2,55.37,2.3,1.9,2.2,41.2,26,7.1,6.4,74.2,19.4,6.5,186.3,19.62,19.62,1.77,975.8,18.69,2.65,1.03,2.23245283
3052,SN,765857.7685,5644274.046,1,BB,N0.2,56.73,21.1,9.2,6.2,24.6,20.6,6.2,36.5,51.4,12.1,6.09,36.5,12.53,12.53,0.99,1390.2,16.99,2.65,1.44,1.908679245
3053,SN,774535.3845,5642271.94,1,SS,N3,62.29,2.8,2.9,3.3,38.4,27.9,8.5,9,74.7,16.3,6.88,219,20.05,19.48,2.06,1310,28.47,2.65,1.33,0.725283019
3055,SN,790941.4609,5646068.621,1,BB,N2,51.4,14.9,9.4,9.8,15.8,23.3,11.6,34.1,50.6,15.3,6.33,78.3,32.34,32.34,2.82,603.7,23.04,2.65,0,12.50297801
3056,SN,796364.9792,5642853.771,1,BB,N3,61.47,6.3,9.6,11.9,25.1,22.4,8.3,27.7,55.9,16.4,6.16,246,19.72,19.72,1.97,1158.6,27.39,2.65,1.24,4.177358491
3059,SN,822806.388,5644431.497,1,BB,N3,70.39,23.9,14.5,12.2,12,12,8.1,50.6,32.1,17.3,6.59,73.3,32.97,32.97,2.95,725,28.34,2.65,0,20
3062,SN,846638.3676,5644469.407,2,RQ,N4,60.35,8.6,12.8,18.3,19.9,16.9,8,39.7,44.8,15.5,5.23,50.7,65.3,65.3,5.31,687.7,18.09,2.65,0,11.01153619
3066,NW,300716.7987,5629693.831,1,ZZ,N2.2,40.08,1.2,5.8,22.9,33,15.8,4.2,29.9,53,17.1,7.35,71.6,13.33,10.2,0.87,1222.7,16.29,2.65,0,6.659620931
3067,NW,310845.2894,5630789.61,2,BB,N2.2,107.69,0.8,2,2.4,50.8,22.3,5.1,5.2,78.2,16.6,6.15,230,45.67,45.67,3.95,1082.2,44.91,2.65,1.11,1.480754717
3069,NW,326687.3213,5629153.987,1,BB,N1,41.07,0.5,2.6,5.6,50,19.8,4.2,8.6,74.1,17.3,7.64,149.2,11.48,10.81,1.05,1289.8,23.69,2.65,1.32,1.355471698
3070,NW,333942.3164,5630071.235,1,LL,N0.2,42.88,1,2.4,3.2,49.1,22,4.4,6.6,75.5,17.9,6.49,149.7,11.21,11.21,1.16,1264.3,19.23,2.65,1.29,0.478490566
