PointID,County,xcoord,ycoord,landusenum,Main_soil,Slope,CS_0_30,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,pH_H2O,EC_H2O,TC,TOC,TN,FSS,Water_cont,Stone_dens,BD_bulk,Rock_fragm
3074,NW,365197.6221,5630358.786,2,BB,N0,38.8,2.3,39.2,11.3,15.2,12.1,7.2,52.7,34.4,12.9,5.76,36.3,11.82,11.82,1.27,1267.1,9.45,2.65,1.28,0.163018868
3076,NW,380337.6882,5628255.386,2,BB,N3.2,54.92,1.4,1.9,5.7,44.6,23,6.8,8.9,74.4,16.7,5.42,61.3,24.06,24.06,2.35,1179.1,35.68,2.65,1.21,1.581132075
3091,HE,501964.943,5634354.362,1,LL,N2,51.16,0.2,1.8,4.3,49.9,24.9,4.4,6.4,79.2,14.4,6.61,230,13.42,13.42,1.27,1221.5,18.97,2.65,1.24,0.34490566
3092,HE,508332.5375,5632258.143,1,SS,N0.1,51.96,4.3,13.4,25.1,23.7,14.3,4.7,42.8,42.7,14.5,5.78,98.8,12.83,12.83,1.19,1390.4,13.63,2.65,1.41,0.442264151
3093,HE,514899.1254,5631515.098,1,LL,N3,57.9,0.2,1.6,4.5,44.7,25.5,6,6.3,76.2,17.5,6.54,68.8,12.7,12.7,1.34,1483.6,27.42,2.65,1.5,1.045283019
3094,HE,523708.419,5633460.487,1,BB,N3,39.82,2.3,19.7,38.7,12.9,9,5.3,60.7,27.2,12.1,7.36,139.4,11.56,11.03,1.1,1273,19.99,2.65,0,6.393971903
3096,HE,542172.2333,5633991.945,2,SS,N2.2,77.18,1.4,9.4,15.3,22.9,20.7,8.9,26,52.5,21.5,6.8,131.8,38.11,37.16,3.47,943.2,55.4,2.65,0.95,0.035471698
3098,HE,554727.0517,5632406.33,2,YK,N4,36.03,3.9,21.7,28.7,16.7,12.1,5.7,54.2,34.4,11.4,5.12,46.5,21.75,21.75,1.85,1258.7,30.1,2.65,1.31,2.808301887
3099,HE,565492.5805,5634467.584,1,BB,N2.2,46.69,2.4,27.1,40.6,11.9,6.9,3.6,70,22.5,7.5,6.62,95.9,12.35,12.35,1.2,1347.3,19.03,2.65,1.41,2.323018868
3101,TH,579266.932,5634243.257,2,BB,N2.2,67.66,0.8,10.2,52.1,13.9,7.6,3.1,63.1,24.5,12.4,7.17,111.3,27.32,26.46,2.42,1165,35.72,2.65,1.17,0.156981132
3102,TH,589826.253,5631333.396,1,YK,N1,74.1,1.6,4.2,31.8,18.9,15.2,7.5,37.6,41.6,20.8,6.89,131.3,22.48,22.09,2.25,1149.1,23.01,2.65,1.18,0.900377358
3106,TH,618534.8388,5633583.326,2,YK,N2.2,88.6,2.8,8.6,17.1,23.5,18.7,7.4,28.4,49.5,22.1,5.58,41.6,33.67,33.67,3,1472.7,23.69,2.65,1.52,1.743396226
3107,TH,626772.7652,5633215.109,2,RZ,N2.2,45.6,1.1,0.5,1.2,5.8,12.7,10.6,2.7,29,68.3,7.54,163.2,44.13,38.99,3.75,525,13.64,2.65,0,30
3112,TH,669399.8542,5631961.468,1,RZ,N2,76.73,0.5,1.2,1.6,16.4,16.2,9.5,3.3,42.1,54.6,7.6,205,40.94,35.38,3.67,920,29.03,2.65,0,8
3113,TH,676536.0467,5633626.203,1,RZ,N3.2,75.78,0.5,0.6,1.2,15.1,16.6,11.2,2.3,42.9,54.8,7.66,162.7,64.63,38.89,3.7,654,23.79,2.65,0,26.44968662
3116,TH,701552.5634,5635064.138,1,YK,N2.2,44.07,2.8,44.1,30.7,8,5.8,2.6,77.6,16.4,6,6.19,139.3,12.63,12.63,1.17,1146.9,15.44,2.65,1.17,0.747924528
3117,TH,708713.7784,5633272.31,1,SS,N2.2,46.77,3.3,44.9,26.4,8.2,6.9,3.5,74.6,18.6,6.8,6.26,125.2,11.72,11.72,1.12,1230.3,8.38,2.65,1.26,1.138113208
3118,TH,715147.5225,5635593.761,1,BB,N3.1,60.08,8.3,16.9,15,21.6,15,9.8,40.2,46.5,13.3,6.01,73.6,23.79,23.79,2.21,1124.6,26.81,2.65,0,11.44019913
3126,SN,781943.1469,5635465.815,1,BB,N4,70.46,12,8.7,5.3,20.2,24.1,13,26,57.3,16.7,6.03,81.5,37.96,37.96,3.28,661.3,23.1,2.65,0,40
3129,SN,807690.9799,5638094.579,2,ZZ,N4,97.57,7.5,11.5,12.6,21.3,22.3,7.7,31.7,51.4,16.9,6.01,76,42.79,42.79,3.72,1039.1,21.71,2.65,1.09,2.784150943
3131,SN,818875.288,5636706.156,1,BB,N3,62.82,15.1,14.4,9.8,16.1,18.9,8.1,39.4,43.1,17.5,6.27,65,31.19,31.19,2.81,570.7,38.05,2.65,0,20
3133,SN,837733.3725,5637146.129,1,BB,N2.2,50.06,28.6,15,12,8.4,11.3,9.1,55.7,28.8,15.5,6,74.2,23.94,23.94,2.33,1113.4,13.28,2.65,0,14.97135076
3134,NW,302016.6232,5621547.828,2,YK,N2,111.84,0.5,1.2,4.3,47.4,23.5,6.1,5.9,76.9,17.2,5.65,113.8,57.32,57.32,5.68,968.2,53.48,2.65,0.97,0.116981132
3138,NW,333134.1692,5620913.475,1,BB,N0.2,43.74,1.1,3.1,3.5,46.8,22.7,5.1,7.6,74.6,17.8,7.13,141.8,12.14,11.57,1.52,1185.5,22.19,2.65,1.19,0.305660377
3139,NW,343048.7262,5621141.626,1,YK,N2,37.63,1,4.6,6.7,44.3,19,4.6,12.3,67.9,19.8,7.23,200,11.07,10.7,1.15,1247.1,19.66,2.65,1.29,1.822641509
3140,NW,348712.6896,5619911.558,1,SS,N0,35.26,0.7,2.9,4,46.8,22.8,5,7.6,74.7,17.7,7.31,154.6,9.61,9.19,1.13,1079.5,11.95,2.65,1.11,1.640754717
3143,NW,375037.4622,5622824.441,1,LL,N2.2,36.45,0.3,1.3,5.6,50.3,20.2,4,7.2,74.5,18.3,7,72.6,8.94,8.66,0.87,1384.4,25.05,2.65,1.4,1.114716981
3145,NW,391474.988,5622804.21,2,YK,N3,103.86,0.6,2.8,7.9,37.5,26.8,8.3,11.3,72.5,16.2,5.37,72.9,52.15,52.15,3.95,923.8,29.19,2.65,0.94,0.270188679
3154,HE,460339.9152,5624616.072,1,RQ,N3.2,64.27,19.8,13.1,9.5,14.7,14.9,9.7,42.4,39.3,18.3,6.17,54.5,25.1,25.1,2.52,877.2,23.15,2.65,0,17.97554998
3155,HE,470542.2531,5623772.205,2,YK,N3.2,62.6,17.2,11.2,7.9,11.9,14.5,12.6,36.2,39,24.8,5.96,135.8,30.58,30.58,3.6,944.3,35.74,2.65,0,9.16794179
3161,HE,517789.3745,5623822.987,1,BB,N2.2,49.22,0.4,1,2.6,42.3,23.9,5.8,4,72,24,6.58,78.9,13.34,13.34,1.35,1434,25,2.65,1.44,0.125283019
3162,HE,525252.5171,5627272.887,2,BB,N3,47.25,0.9,15.4,39.1,13.2,9.5,5,55.4,27.7,16.9,5.63,46.3,25.88,25.88,2.39,1173.2,13.58,2.65,1.18,0
3163,HE,530639.4882,5625484.722,1,BB,N2.2,57.41,1.7,6.2,22.9,25.9,17.1,5.5,30.7,48.5,20.8,6.34,61.8,12.8,12.8,1.38,1493.3,26.3,2.65,1.51,0.666415094
3164,HE,539994.5087,5622750.989,1,AB,N0,63.8,0.7,6.9,29.7,17.7,14,8.2,37.3,39.9,22.8,6.58,73.9,14.52,14.52,1.47,1481.8,27.56,2.65,1.49,0.079245283
3165,HE,546903.673,5625840.868,1,YK,N3.1,48.93,3.6,18.8,28,21.6,12.8,4.3,50.5,38.7,10.8,6.01,162.9,12.86,12.86,1.2,1156.6,21.24,2.65,1.25,3.70490566
3167,HE,565991.2413,5628158.522,2,DD,N2.2,54.87,1.2,7,10.1,17.6,14.1,12,18.2,43.7,38.1,5.55,78.4,32.25,32.25,2.64,1017.1,41.69,2.65,1.03,1.080754717
3170,TH,587114.947,5624306.976,2,ZZ,N2.2,64.07,0.5,24.4,51.3,8.8,4.1,2.6,76.2,15.5,8.3,6.62,130.8,23.08,22.7,2.13,1261.7,29.56,2.65,0,1.424999473
3175,TH,627894.2247,5628601.806,1,RZ,N4,104.52,0.2,0.8,2.5,15.1,18.4,11.4,3.5,44.9,51.6,7.63,129.7,39.04,34.57,3.43,933.8,31.59,2.65,0,2.693076479
3176,TH,638387.6522,5626391.836,2,BB,N2,51.71,2.7,31.8,34.1,8.7,5.4,4.8,68.6,18.9,12.5,5.87,45.8,26.69,26.69,2.5,1102.7,32.69,2.65,1.13,2
3177,TH,643351.4523,5627446.486,1,LLh,N2.2,52.88,0.9,4.3,5.9,33.7,24.3,7.1,11,65.2,23.8,5.74,146.8,18.25,18.25,1.7,964.3,12.17,2.65,0.99,0.616603774
3179,TH,661633.5317,5624817.275,1,BB,N0.2,35.48,2,44.7,30.8,5.6,5.2,3.3,77.4,14.1,8.5,6.12,71.5,14.43,14.43,1.24,1246.5,21.13,2.65,1.26,0.416603774
3180,TH,670892.9426,5625416.481,1,SS,N2.2,77.04,3.1,25.5,32.4,10.1,10.4,5.7,61,26.2,12.8,7.12,106.2,21.41,20.58,2.06,1105.9,25.56,2.65,1.13,0.638490566
3181,TH,678592.9952,5624697.826,1,AB,N0,62.87,0.7,9.2,31,18.4,14.6,8.2,40.9,41.2,17.9,7.05,98.2,16.28,15.74,1.63,1334.3,20.48,2.65,1.34,0.028679245
3182,TH,685850.8751,5626974.022,1,YK,N2,35.37,2.3,36.1,36.8,8.2,6.8,3.3,75.1,18.3,6.6,6.85,73.4,11.71,11.71,0.92,1271.2,20.83,2.65,1.32,1.85509434
3184,TH,700883.5454,5625701.472,1,YK,N2.2,44.18,12.7,48,23.4,4.8,3.8,2.2,84.1,10.8,5.1,5.27,36.1,7.95,7.95,0.71,1629.6,12.7,2.65,1.64,0.634716981
3186,TH,715566.1605,5625524.61,1,BB,N2,62.31,10.4,8.9,9.1,18.4,18.2,12.3,28.3,48.8,22.9,6.86,130.1,24.98,24.36,2.55,949.2,28.83,2.65,0,16.7046364
3189,SN,740148.6312,5628038.554,1,SS,N2.2,58.09,9,6.6,5,28.6,24.1,8.1,20.6,60.8,18.6,6.68,111.4,21.26,21.26,2.01,1093.8,19.04,2.65,1.23,5.706415094
3193,SN,773567.2878,5628355.742,2,BB,N3.1,80.32,6.3,5.2,5.2,18.5,26.5,22.3,16.6,67.3,16.1,5.22,51.4,46.16,46.16,4.06,977.3,24.75,2.65,1.08,5.12
3197,SN,806495.4629,5628600.015,1,BB,N2,80.77,8.7,23.4,20.2,12.6,11.7,8.3,52.3,32.6,15.1,6.42,117.6,33.88,33.88,2.91,967,46.22,2.65,1.01,3.061132075
3198,SN,811479.3145,5627115.539,1,BB,N4,87.07,11.9,19.7,16.8,13.2,15,7.3,48.4,35.5,16.1,6.56,124,34.34,34.34,3.02,1061.1,31.59,2.65,0,8
3203,NW,324741.8859,5614757.639,1,BB,N2.2,46.22,1.3,21.7,26.7,14.3,8.8,6.8,49.7,29.9,20.4,7.64,210,12.31,10.9,1.47,1400,11.68,2.65,1.45,2.426415094
3204,NW,333144.8291,5612323.909,2,AZ,N1,68.62,1.2,16.8,23.7,21.3,13.9,7.4,41.7,42.6,15.7,7.56,148.3,29.87,24.38,2.43,1144.4,36.7,2.65,1.15,0.187169811
3206,NW,351008.1108,5613521.8,1,LL,N0,43.04,7.5,11.5,12.2,33,16.9,4.5,31.3,54.4,14.3,6.26,137.9,12.26,12.26,1.2,1126.9,19.34,2.65,0,20.36399446
3207,NW,357906.7539,5615095.437,1,LL,N1,47.26,4.6,7.5,9.2,37.1,20.7,4.6,21.3,62.4,16.3,6.83,130.8,17.52,16.96,1.73,1163.5,21.05,2.65,1.38,8.866415094
3209,NW,374750.8364,5614665.167,2,SS,N1,55.88,2.5,7.3,9.7,33.9,23.9,5.8,19.5,63.6,16.9,5.62,53.9,24.79,24.79,2.31,1193.9,17.94,2.65,1.24,1.986415094
3210,NW,381257.8765,5617698.045,2,SS,N2,99.8,0.8,2.3,5.7,33.9,24.2,10.2,8.8,68.2,23,6.06,96.5,56.26,56.26,5.13,989,27.9,2.65,1.01,1.030188679
3218,HE,446211.0946,5617037.501,2,BB,N4,25.66,17.8,9.9,9.8,16.2,15.8,6.9,37.6,38.9,23.5,5.77,71.3,37.51,37.51,3.37,629.1,32.94,2.65,0,11
3221,HE,467645.1825,5617709.4,2,BB,N3,53.16,1.5,1.2,1.9,34.8,28.9,8.2,4.5,71.9,23.6,5.42,36.2,20.53,20.53,1.82,1204.6,21.08,2.65,1.21,0.41509434
3223,HE,485064.8456,5617841.773,1,BB,N1,64.3,5,7.6,9.7,28.8,20.3,5.7,22.4,54.8,22.8,6.46,66.4,18.92,18.92,1.87,1273.4,13.6,2.65,1.34,2.406037736
3230,HE,539976.1907,5616494.96,2,AB,N0,78.3,0.2,3,17.6,20.2,21.9,9.1,20.9,51.1,28,5.7,83.4,47.42,47.42,4.27,887.5,56.01,2.65,0.89,0
3232,HE,559503.3986,5618398.597,1,SS,N3.1,48.25,0.9,2,3.1,33.8,30.3,8.1,6,72.2,21.8,6.04,65.5,16.28,16.28,1.41,1331.7,29.84,2.65,1.39,2.744150943
3242,TH,639722.843,5619606.101,2,YK,N3,66.82,7,27.3,32.6,11.9,9.2,4.2,66.9,25.3,7.8,5.87,33.6,17.54,17.54,1.55,1309.1,14.61,2.65,1.38,2.893584906
3244,TH,653538.0257,5619698.424,1,ZZ,N3.1,44.3,4,39.4,35.7,6,4.9,3.5,79.1,14.3,6.6,5.96,40.3,16.7,16.7,1.4,1002.4,6.49,2.65,1.34,23.03924528
3245,TH,659649.8088,5620924.186,2,RR,N4,37.84,0.6,2,4,14,13.1,10.7,6.5,37.8,55.7,7.48,200,79.27,28.37,2.72,790.4,34.3,2.65,0,16.67046476
3248,TH,688042.3407,5620675.095,1,RZ,N3,69.39,3.7,12.6,17.1,14,10.6,6.3,33.3,31,35.7,7.67,170.9,32.12,19.96,1.95,1224.8,21.32,2.65,0,6.436310542
3251,TH,708997.0644,5620291.296,1,BB,N0.2,72.89,9,4.7,3.7,15.1,22.5,20.1,17.5,57.6,24.9,6.62,113.8,28.98,28.29,2.89,809.8,21.03,2.65,0,5.826183686
3252,TH,715208.4581,5618081.901,1,BB,N3.2,64.7,11.7,6.9,5.3,19,21.2,15.8,23.9,56,20.1,7.27,155.4,32.04,30.8,3.14,801.1,34.49,2.65,0,12.5850195
3254,TH,734700.7511,5618375.232,1,SS,N2.2,69.34,8.4,7,7.3,20.2,22.5,12.4,22.8,55.2,22,6.62,123.3,22.02,22.02,2.07,1051.9,21.74,2.65,1.45,15.65056604
3255,SN,744202.3648,5620096.896,1,RQ,N0,64.27,13.2,9.7,8.1,16.5,16.2,9.9,31,42.6,26.4,7.68,203,22.88,20.87,1.97,897.6,30.89,2.55,0,11.03544985
3256,SN,749188.9169,5621264.323,1,BB,N2.2,60.11,12.4,8,7.2,19.5,18.1,14.3,27.5,51.8,20.7,6.11,91.6,26.49,26.49,2.34,923.5,29.79,2.65,0,7.568004231
3257,SN,756479.1381,5619677.322,1,RQ,N2.2,68.84,17.1,11.6,8,12.5,17.7,12,36.7,42.1,21.2,6.3,77.2,21.35,21.35,2.01,1244.6,23.38,2.65,0,11.09188862
3258,SN,766770.9435,5619690.39,1,RQ,N3.1,79.53,13.5,9.6,6,12.4,20.4,16.4,29,49.2,21.8,5.56,147,32.71,32.71,3.19,982.8,23.96,2.65,0,16
3260,SN,782283.8023,5620994.186,2,BB,N4,86.09,6.2,13.6,14.5,16.8,18.6,11,34.3,46.4,19.3,5.91,132.2,84.62,84.62,7.29,672.1,60.24,2.65,0.82,13.77132075
3269,NW,344028.8135,5608042.843,1,BB,N2.2,46.77,1.5,1.2,4.8,30.9,20.1,8.4,7.5,59.3,33.2,7.52,139.1,17.93,16.31,1.7,886.2,23.3,2.65,0,30.43253372
3271,NW,356516.0867,5604217.951,1,SS,N1,50.98,3.9,3.8,6.4,35.1,17.7,6,14.1,58.8,27.1,6.71,61.8,12.17,11.51,1.33,1383.3,16.24,2.65,1.51,5.850566038
3272,NW,364145.8106,5606480.487,1,LL,N0,54.68,0.7,0.5,1.9,43.1,24.9,6.3,3.1,74.3,22.6,7.22,92.6,13.73,13.35,1.37,1370.5,22.76,2.65,1.38,0.086037736
3275,RP,387938.5432,5605123.762,1,SS,N1,64.22,1.2,1.4,3,42.9,26.2,7.1,5.6,76.2,18.2,6.28,76.4,21.3,21.3,2.2,989.4,46.62,2.65,1.08,3.924528302
3276,RP,398765.5023,5604819.588,1,BB,N2.2,54.85,10,5.6,8.9,26.6,20.5,9.1,24.4,56.2,19.4,7.17,361,21.08,21.08,2.35,928.4,20.08,2.65,0,13.92797282
3280,RP,430113.4812,5610583.539,2,BB,N0.2,77.03,3.1,6.8,9.8,22.7,21.5,10.8,19.7,55,25.3,5.67,82.7,48.4,48.4,4.9,814.3,55.81,2.65,0.85,4.148679245
3282,HE,444416.6071,5607033.227,2,BB,N3,87.62,2,5.3,7.9,30.6,22.3,8.2,15.2,61.1,23.7,5.79,68.2,42.39,42.39,3.93,970,40.61,2.84,0.99,0.679577465
3286,HE,478492.8678,5608275.533,1,AB,N0,56.85,0.6,5,15.2,33.2,23,7.2,20.8,63.5,15.7,6.04,78.6,13.92,13.92,1.48,1232.4,21.71,2.65,1.26,1.288301887
3288,HE,495001.304,5610491.98,2,SS,N3.1,52.18,0.3,0.6,1.8,44.9,29.6,7.1,2.6,81.6,15.8,6.51,71.9,22.45,22.45,1.81,1131.8,40.71,2.65,1.14,0
3289,HE,499997.072,5609088.614,1,ZZ,N0.1,45.91,1.3,1.3,2.1,33.6,27.5,6.5,4.7,67.6,27.7,6.65,50.7,12.82,12.82,1.33,1384,28.77,2.65,1.4,0.325283019
3290,HE,511318.4731,5610855.736,2,BBh,N2.2,91.5,2.4,3.1,9.1,21.3,22,11,14.6,54.3,31.1,6.01,193.2,59.29,59.29,5.71,790.2,69.81,2.87,0.8,1.175609756
3291,HE,518421.7907,5606879.315,1,RQ,N4,49.24,2.8,3.1,8.2,24.3,29.5,9.9,14.2,63.7,22.1,6.12,105.2,22.45,22.45,2.22,1002.2,23.9,2.69,0,9.070076451
3292,HE,523822.9051,5607275.278,1,SS,N2,54.62,2.8,1.5,2.8,36.4,31.8,8.6,7.1,76.8,16.1,6.07,113.6,16.05,16.05,1.42,1202.9,27.88,2.65,1.28,3.73509434
3293,HE,535924.9255,5607067.055,2,AB,N0,92.04,0.1,0.9,7.3,25.1,26.8,9.5,8.2,61.4,30.4,5.85,171.4,50.7,50.7,4.52,998.6,50.81,2.65,1,0
3296,HE,558927.1218,5611087.663,2,LL,N3.1,73.71,2.2,8.7,11.5,31.3,22,4.7,22.4,58,19.6,6.18,167.6,31.38,31.38,2.97,1184.9,30.1,2.46,1.2,1.080487805
3301,TH,597747.913,5611100.54,1,BB,N3.2,52.61,4.4,48,31.6,5.3,3.3,1.9,84,10.5,5.5,6.12,170.5,15.21,15.21,1.29,1156.5,18.41,2.65,0,6.0413626
3307,TH,646752.6023,5612555.562,2,BB,N3.2,43.01,11.9,12.4,9.7,13,20.8,15,34,48.8,17.2,6.77,156.7,47.19,46.47,3.95,325,14.97,2.65,0,50
3309,TH,659918.6506,5609273.442,1,BB,N3.2,19.52,22.1,10.3,7.3,13.8,16.8,13.7,39.7,44.3,16,5.18,46,28.34,28.34,2.88,192.5,9.62,2.65,0,65
3310,TH,671510.6934,5612154.343,1,YK,N3.1,42.31,12,9.9,10.6,16.8,15.1,9.7,32.5,41.6,25.9,7.61,150.5,16.24,13.74,1.61,1113.5,10.02,2.65,0,16.89978798
3313,TH,693899.4249,5610716.633,2,RN,N3.2,77.25,4.2,7.9,10.6,20.6,22.5,13.2,22.7,56.4,20.9,6.38,110.8,38.95,38.95,3.68,1065.5,21.52,2.65,0,2.196684168
3314,TH,702631.7487,5609539.372,1,BB,N1,80.95,7.7,4.8,5,14.5,20.5,12.8,17.6,47.8,34.6,6.83,305,26.5,25.97,2.99,938.6,23.03,2.65,0,9.632055754
3317,SN,724420.8925,5611366.755,1,RQ,N2,67.55,15.5,10.7,7.5,10.4,16.7,14.3,33.7,41.4,24.9,6.64,129.9,32.83,32.83,3.17,539.7,43.05,2.65,0,20
3320,SN,748381.7501,5614166.446,2,BB,N3.1,38.87,19.2,9,8,15.2,19.4,11.6,36.2,46.2,17.6,5.83,45.7,40.3,40.3,3.28,412,8.32,2.65,0,60
3329,NW,315666.7604,5597229.702,2,BB,N2.2,71.15,5.1,5.2,7.9,17.7,19.1,13.6,18.3,50.5,31.2,5.89,104.5,49.49,49.49,4.52,872.2,50.49,2.65,0,8.070677881
3332,NW,339755.6612,5597401.095,2,BB,N3.2,78.95,5.3,2.9,8.2,21.8,22.8,14.9,16.4,59.5,24.1,5.68,64.9,56.4,56.4,4.94,891.3,29.77,2.65,0,5.139037097
3335,RP,367349.1989,5600420.548,3,BB,N3,63.84,5.2,7.4,12.3,26.6,17.5,12.1,24.9,56.2,18.9,5.89,85,36.79,36.79,3.48,913.3,40.52,2.65,1.03,5.413584906
3337,RP,381578.2123,5598019.011,2,AB,N1,84.14,0.7,2.1,5.7,24.3,21.1,13,8.5,58.4,33.1,5.5,83.8,34.94,34.94,3.8,1066,46.07,2.65,1.08,0.226415094
3338,RP,388087.7243,5599083.188,2,BB,N3.2,66.77,6.9,5.5,8.3,25.9,21.8,10.5,20.7,58.2,21.1,5.93,71.2,41.24,41.24,3.85,804,44.43,2.65,1.11,11.1509434
3340,RP,404388.8494,5599017.297,2,BB,N2.2,81.37,1.5,3.6,2.5,39.5,27.1,6.8,7.6,73.4,19,6.13,123,35.55,35.55,3.56,1015.8,55.57,2.65,1.02,0.26490566
3343,RP,429444.9311,5602064.336,2,SS,N3,91.74,1.4,5.6,3.7,35.3,24.1,7.7,10.7,67.1,22.2,5.62,100.4,38.14,38.14,3.84,1199.2,34.66,2.91,1.22,0.641924399
3346,HE,451287.9485,5598638.961,2,AB,N0.1,82.06,1.9,6.1,13.3,31.8,17.1,6.8,21.3,55.7,23,6.04,100.7,34.16,34.16,3.15,1109.3,43.21,2.65,1.11,0.017358491
3347,HE,460746.6369,5601039.894,1,AB,N0.2,65.74,1.8,4.3,9.4,36,23,5.9,15.5,64.8,19.7,6.64,86.3,15.17,15.17,1.49,1304.5,22.58,2.65,1.36,1.916226415
3351,HE,494353.0692,5597745.996,1,GG,N0,95.69,1,3.1,5.3,26.9,21.2,9.1,9.5,57.2,33.3,6.17,216,31.66,31.66,2.85,1149.5,36.74,2.65,1.16,0.145660377
3353,HE,511264.2061,5598948.619,2,SS,N3.1,168.05,0.7,0.9,3.3,15.6,21.1,11.3,4.9,48,47.1,6.22,190.1,63.27,63.27,6.1,674.2,82.82,2.88,0.74,1.852777778
3355,HE,526729.19,5601449.686,2,SS,N3.1,99.14,1,1.2,3.3,31.4,31.1,9.4,5.4,71.9,22.7,5.6,81.9,62.95,62.95,5.52,943.1,34.85,2.89,0,0.538678145
3357,HE,540830.4878,5601385.667,1,LL,N3,60.35,1.1,2.4,3.5,35,25.5,7,7,67.4,25.6,6.72,85.3,16.02,16.02,1.52,1168.3,16.77,2.65,1.2,0.798490566
3360,HE,566185.1879,5600414.716,2,BB,N3.2,54.32,7.1,31.4,29.3,5,7.7,6.3,67.8,19,13.2,6.02,159.2,31.07,31.07,2.76,1004,27.44,2.49,0,8.316798191
3363,TH,591602.2791,5600254.468,1,YK,N2.2,68.25,2.4,1.9,4.4,21.7,18.7,10,8.7,50.4,40.9,7.27,197.2,22.18,21.48,2.13,1180,23.2,2.65,0,8.28008746
3364,TH,599998.3962,5602296.345,2,RZ,N2.2,141.18,1.3,1.7,1.9,19.7,16,8.7,4.9,44.4,50.7,7.43,187.7,93.22,76.29,7.41,813.2,53.16,2.65,0,5.370558667
3365,TH,607299.162,5604402.174,2,RZ,N3.2,90.46,0.5,6.2,8.1,25.4,19.6,6.9,14.9,51.9,33.2,7.48,239,61.1,53.68,5.4,920.7,21.93,2.65,0,15.51215553
3367,TH,619732.248,5601418.621,2,YK,N3.2,64.51,8.3,41.4,21.9,5.7,8.5,4.6,71.6,18.8,9.6,4.54,42.4,29.95,29.95,2.39,1190.8,9.72,2.65,0,9.777852044
3374,TH,677547.4532,5605655.587,2,BB,N3.1,47.93,16.4,11.4,7.9,13.4,18.1,16.2,35.6,47.6,16.8,6.42,76.9,36.23,36.23,3.62,609,13.13,2.65,0,30
3382,SN,743609.8474,5604074.624,1,RQ,N2,48.07,11.9,8.2,6.4,14.1,25.1,16.1,26.4,55.3,18.3,5.99,75.3,25.82,25.82,2.59,891,16.56,2.65,0,10
3386,SN,774678.1609,5606179.585,2,BB,N4,65.47,9.9,12,14.3,15.6,18.7,9.8,36.2,44.1,19.7,5.6,46.4,43.06,43.06,3.77,831.8,28.32,2.65,0,9.586723103
3387,SN,779999.7385,5604794.078,2,SS,N2.2,99.21,8.7,14.9,15.2,15.9,20.1,10.1,38.8,46,15.2,5.39,91.6,59.86,59.86,5.24,775.9,54.59,2.65,0.86,4.181886792
3388,SN,790459.3967,5603566.349,1,BB,N3.1,83.53,8.3,14.5,20.9,17.2,13.8,8,43.7,38.9,17.4,5.66,66.6,43.63,43.63,3.73,867.5,40.81,2.65,0,6.355672041
3400,RP,406668.4657,5591261.468,1,BB,N2,64.91,4.9,6.8,3.3,33.2,22.8,7,15.1,63,21.9,6.43,136.6,19.24,19.24,1.93,1109.1,25.11,2.65,1.13,0.871698113
3402,RP,423194.6986,5592193.861,2,SS,N2.2,91.89,1.1,9.8,4.2,29.2,23.9,8.3,15.1,61.5,23.4,5.33,130.1,69.38,69.38,6.3,690.4,63,2.65,0.71,0.016603774
3404,HE,436809.0674,5589162.191,1,YK,N1,52.15,0.2,13,7.9,33,22.5,5.8,21.1,61.3,17.6,6.06,149.1,14.84,14.84,1.44,1074.6,33.52,2.65,1.09,0.313962264
3406,HE,452689.245,5591958.763,1,LL,N1,48.36,8.5,8.6,11.7,22.6,17.9,6.9,28.9,47.4,23.7,6.91,154.4,13.87,13.28,1.43,1370.4,24.87,2.65,1.44,2.593207547
3410,HE,487767.6207,5593077.153,1,YK,N2,67.65,1,6.9,10,29.9,16.6,4.3,17.8,50.7,31.5,7.45,162,17.97,17.44,1.87,1263.3,29.61,2.65,1.31,2.790188679
3411,HE,495570.3619,5591651.092,2,YK,N2.2,79.04,0.7,9.3,12,20.2,12.9,5.9,22,39,39,5.71,96,40.32,40.32,3.61,978.1,45.34,2.65,0.99,0.008301887
3414,HE,519856.8794,5593991.52,2,BB,N2.2,105.92,2,4.2,7.6,18.8,24.7,12.3,13.8,55.8,30.4,5.89,74.4,54.52,54.52,5.06,915.8,62.71,2.87,0.96,2.137979094
3416,HE,534263.5672,5594908.188,2,BB,N2.2,70.21,2.7,6.3,14.5,23.6,22.1,8.5,23.6,54.2,22.2,6.06,105.8,34.9,34.9,3.09,953,48.19,2.61,1.07,4.295785441
3418,HE,552524.7523,5593540.39,2,SS,N0,100.2,1.7,9.2,14.1,15.8,16.6,10.8,24.9,43.2,31.9,5.87,124.9,58.01,58.01,5.46,730.1,72.49,2.65,0.74,0.058113208
3419,HE,557319.4509,5592750.588,1,BB,N3.2,36.81,4.4,36.7,33.7,7.2,5.8,4.2,74.8,17.3,7.9,6.47,70.4,12.33,12.33,1.09,1140.5,12.53,2.65,1.36,8.799245283
3425,TH,607482.3188,5592656.601,1,RZ,N4,62.69,3.2,4.6,6.3,16.7,15.2,10.1,14.2,42,43.8,7.61,257,54.72,31.08,3.35,937.6,21.51,2.65,0,12.35168405
